"x","y","EMv1mt","EMv05mt"
60.68625,41.53688015,53,148
60.68624964,41.53686631,51,141.3
60.68623582,41.53685248,50.5,138
60.68623333,41.53683865,44,130.6
60.68622481,41.53682481,38.7,125.8
60.68621667,41.53681098,36,124.6
60.68621667,41.5368,34.9,121.5
60.68621667,41.53679997,31.2,119.7
60.68621667,41.53678615,31.7,118.6
60.68620565,41.53677231,31.9,120.5
60.6862,41.53675848,34.2,122.1
60.6862,41.53675,35.7,125.3
60.68619749,41.53674749,36.2,124.5
60.68618365,41.53673365,34.3,123.7
60.68618333,41.53671982,32.1,119.9
60.68618333,41.53670598,24.7,113.3
60.68618333,41.5367,20.1,110
60.68617832,41.53669499,18.3,106.2
60.68616667,41.53668115,15.6,105.1
60.68616667,41.53666731,17.6,108.3
60.68616667,41.53665348,18,107.7
60.68615631,41.53665,15.9,106.2
60.68615,41.53664247,18.7,108.1
60.68615,41.53662865,17.9,109.7
60.68615,41.53661481,17,108.4
60.68615,41.53660097,16,106.3
60.68613714,41.5366,17.3,108.1
60.68613333,41.53658998,17.6,108.9
60.68613333,41.53657614,15.9,107.4
60.68613333,41.53656231,14.9,104.1
60.68613192,41.53655,13.4,102.9
60.68611916,41.53655,12.6,103
60.68611667,41.53653887,13.1,103.4
60.68611667,41.53652503,12.6,103.8
60.68611667,41.53651403,13.5,104.4
60.68611667,41.53650021,14.7,105.1
60.68610304,41.53648637,14.7,105.1
60.6861,41.53648333,14.1,103.1
60.6861,41.53647537,16.6,105.5
60.6861,41.53646153,17.5,107.2
60.6860977,41.5364477,15.6,103.7
60.68608387,41.53643387,17.9,106.6
60.68608333,41.53643333,15.8,105.3
60.68607286,41.53642286,17.4,107.6
60.68606667,41.53640902,13.2,104.5
60.68606667,41.5364,16,107.7
60.68606667,41.53639803,18.2,108.7
60.68606667,41.53638419,24.1,116
60.68605369,41.53637036,26.8,115.2
60.68605,41.53636667,28.3,115.7
60.68605,41.53635937,29.9,116.3
60.68604553,41.53635,27.6,114.5
60.68603333,41.53634836,30.6,116.6
60.68603333,41.53633453,29.9,116.6
60.68603333,41.53633333,31.8,118.6
60.68602354,41.53632354,32,120.8
60.68601667,41.5363097,24.9,115.1
60.68601667,41.5363,20,109.8
60.68601536,41.5362987,16.4,107
60.68600153,41.53628486,13.2,104.3
60.68599619,41.53624619,13,104.3
60.68598333,41.53623236,15.8,107
60.68598333,41.53621853,15.7,105.9
60.68598333,41.53621667,16.5,107.5
60.68597419,41.53620752,16.3,106.1
60.68596667,41.53619369,18,108.4
60.68596667,41.53618333,18.5,107.8
60.68596603,41.53618269,18.8,108.8
60.68595219,41.53616886,15.5,106.8
60.68595,41.53615502,17.3,108.2
60.68595,41.53614119,19.8,110.2
60.68594403,41.53613333,20.4,109.5
60.68593333,41.5361302,24,114.1
60.68593333,41.53611636,21.2,111.8
60.68593333,41.53610253,19.7,109.1
60.68592202,41.53608869,21.7,112.3
60.68591667,41.53608333,22.9,112.4
60.68591667,41.5360777,21.4,111
60.68591388,41.53606388,20.5,109.7
60.68590011,41.53605011,19.6,109.4
60.6859,41.53605,19.1,108.6
60.6859,41.53603903,17.4,105.9
60.6859,41.53602519,15.7,104.5
60.68589469,41.53601667,14.4,103.6
60.68588333,41.53601418,16.1,104.5
60.68588333,41.53600036,16.4,105.7
60.68588333,41.53598653,17.1,107
60.68587269,41.53598333,18.5,108.5
60.68586667,41.53597552,19.4,107.5
60.68586667,41.53596168,22.3,110
60.68586667,41.53594786,23.8,111.3
60.68586667,41.53593403,25.5,112.6
60.68585354,41.53593333,26,112.2
60.68585,41.53592303,26.3,111.9
60.68585,41.53590919,28.9,114.1
60.68584536,41.53589536,27.7,113.6
60.68583333,41.53588333,30.3,116.1
60.68583333,41.53587052,26.8,113
60.68582337,41.5358567,30.1,116.8
60.68581667,41.53585,30.2,115.2
60.68581667,41.53584569,30.9,116.3
60.68581667,41.53583185,28.8,112.8
60.68581667,41.53581803,26.2,112.3
60.68580419,41.53580419,26,111.3
60.6858,41.5358,21.5,107.8
60.6858,41.53579602,19.5,108.5
60.6858,41.53578333,23.8,114
60.6858,41.53577119,41.6,134.5
60.68579069,41.53575735,46.6,139.3
60.68578333,41.53575,49.5,135.9
60.68578333,41.53574635,51.2,136.8
60.68578333,41.53573333,50.8,137.6
60.68577152,41.53572152,59.4,147.3
60.68576667,41.53570769,63.5,150.1
60.68576667,41.5357,58.1,148.7
60.68576667,41.5356967,59,145.3
60.68576619,41.53568333,58.7,150
60.68575236,41.53568333,56.9,144
60.68575,41.53567186,58.1,144.4
60.68575,41.53565802,54.9,145.9
60.68575,41.53565,48,137.7
60.68574702,41.53564702,35.7,127.5
60.68573333,41.53563333,30.5,120.5
60.68573333,41.53562218,34.2,120
60.68573333,41.53560835,34,123.8
60.68572785,41.5356,32.7,123.2
60.68571667,41.53559735,31.2,120.1
60.68571667,41.53558351,28.5,118
60.68571667,41.53558333,27.7,116
60.68571667,41.53557253,26.1,113.7
60.68570869,41.53555869,24.4,112.5
60.6857,41.53555,20.1,108.6
60.6857,41.53554768,20.3,109.2
60.6857,41.53553386,19.9,108.7
60.6857,41.53553333,20,111.1
60.68568952,41.53552286,22.5,114.3
60.68568333,41.53550902,25.6,115.1
60.68568333,41.5355,26.5,119.7
60.68568136,41.53549803,28.1,118.7
60.68566753,41.53548419,28.5,120.9
60.68566667,41.53547036,32.8,124.8
60.68566667,41.53546667,31.5,124.4
60.68566667,41.53545934,31.6,120.7
60.68566218,41.53544552,32.1,119.3
60.68565,41.53543333,30.4,118.5
60.68565,41.53542068,29.6,116.7
60.68565,41.53541667,28.1,114.8
60.68565,41.53540969,29.3,115.6
60.68564585,41.53539585,28.9,117.9
60.68563333,41.53538333,28.2,117.7
60.68563333,41.53537102,22.3,108.7
60.68562386,41.53535719,24.5,113.6
60.68561667,41.53535,20.8,111
60.68558333,41.53526667,19.1,110.6
60.68558333,41.53526568,22.2,111.2
60.68558333,41.53525185,22.9,111.4
60.68558333,41.53525,22.6,110.3
60.68558333,41.53524285,25.4,113.4
60.68558333,41.53523333,26.1,114.9
60.6855712,41.5352212,24.1,113.4
60.68556667,41.53521667,20.8,110.2
60.68556667,41.53521234,19.8,109.2
60.68556667,41.5352,20.2,108.8
60.68555735,41.53519069,17,106.9
60.68555,41.53518333,16.4,105.7
60.68555,41.53518182,15.4,105.8
60.68555,41.53516905,13.6,102.8
60.68555,41.53515628,13.1,103.3
60.6855435,41.53515,13.5,103.6
60.68553333,41.5351474,15.6,105.7
60.68553333,41.53513464,14.9,105.1
60.68553333,41.53512187,17.3,107.6
60.68553333,41.5351091,16.8,106.3
60.68552966,41.53509633,18,107.8
60.68551692,41.53508359,19.6,110.4
60.68551667,41.53508333,16.3,107.7
60.68551667,41.53507469,16.7,107
60.68551191,41.53506191,16.3,105.7
60.6855,41.53504914,16.6,106.3
60.6855,41.53503637,17.2,106.5
60.6855,41.53502361,16.5,106.7
60.6855,41.53501667,16.8,105.4
60.68549807,41.53501473,17.8,107.9
60.68548529,41.53500196,17.2,108.2
60.68548333,41.5349892,17.4,106.2
60.68548333,41.53497643,18.7,107.2
60.68548333,41.53496366,19.1,107.4
60.68548333,41.5349509,23.6,111.8
60.68547145,41.53495,27.5,115.3
60.68546667,41.53494202,22.5,110
60.68546258,41.53492925,21.5,108.5
60.68545,41.53491647,19.2,107.6
60.68545,41.5349037,18.8,106.7
60.68545,41.53489093,18.1,106.6
60.68544484,41.53487817,17.3,107.2
60.68543333,41.5348654,14.4,104.2
60.68543333,41.53485263,15.3,104.7
60.68543333,41.53485,16.1,105.6
60.68543333,41.53484376,16.4,106.9
60.68543333,41.534831,17,106.2
60.68543333,41.53481822,15.5,103.3
60.68542212,41.53480545,16,105.2
60.68541667,41.53479268,18.2,107.3
60.68541667,41.5347799,18.9,110.8
60.68541667,41.53476715,20,109.9
60.68540437,41.53476667,21.6,111.3
60.6854,41.53475827,19.6,108.8
60.6854,41.5347455,20.4,110.2
60.6854,41.53473273,21.2,110.5
60.6854,41.53471997,21.2,109.3
60.68539053,41.53471667,21,109.8
60.68538333,41.53471109,20.2,109.8
60.68538166,41.53469832,19,107.2
60.6853689,41.53468556,20.2,108.1
60.68536667,41.53468333,21.5,108.7
60.68536667,41.53467668,21.3,109.7
60.68536391,41.53466391,21.5,109
60.68535114,41.53465114,21.2,108.4
60.68535,41.53463838,21,108.9
60.68535,41.53463333,22.8,110.9
60.68534619,41.53462952,23.8,112.3
60.68533347,41.53461681,24.6,113.6
60.68533333,41.53460398,28.9,116.9
60.68533333,41.5345912,30.4,117.9
60.68532843,41.53458333,29.1,117.2
60.68531667,41.53458232,22.8,109.4
60.68531667,41.53456955,21,108.2
60.68531667,41.53455678,23.2,110.4
60.68531068,41.53454402,23.8,111.4
60.6853,41.53453333,24.4,112.1
60.6853,41.53452237,25.2,113.8
60.68529294,41.53450961,29.2,116.9
60.68528333,41.5345,28.4,117.8
60.68528333,41.53448796,35.2,123.3
60.68528333,41.53447519,36,122.2
60.68527909,41.53446243,31.9,120
60.68526667,41.53445,28.7,116.9
60.68526667,41.53444078,22.3,111
60.68526134,41.534428,20.5,108.6
60.68525,41.53441667,18.4,107.6
60.68525,41.53440637,18.5,108.2
60.68525,41.5343936,20.9,110.8
60.68524749,41.53438333,20.6,110.7
60.68523473,41.53438333,18.7,109
60.68523333,41.53437196,19.1,108.9
60.68523333,41.53435919,19.9,109.7
60.68522975,41.53435,19.8,108.8
60.68521697,41.53435,18.4,109.1
60.68521667,41.53433755,19.5,109
60.68521667,41.53432478,19.3,108.3
60.68521201,41.53431667,19,108.9
60.6852,41.5343159,15.7,106.3
60.6852,41.53430314,17.4,106
60.6852,41.53429037,17.2,106.5
60.68519426,41.53428333,15.2,104.7
60.68518333,41.53428149,14.6,104
60.68518333,41.53426873,17.5,107.4
60.68518333,41.53425596,18.8,108.6
60.68518333,41.53424319,16.3,105.7
60.68518333,41.53423333,19.3,108.6
60.68518333,41.53422155,18.2,106.8
60.68518333,41.53420879,18.1,108.6
60.68517935,41.53419602,17.5,108.1
60.68516667,41.53418324,19.5,109.3
60.68516667,41.53417047,16.7,107
60.68516667,41.53416667,17.4,108.4
60.68516667,41.53416161,16.8,107.5
60.68516667,41.53414883,17.7,106.5
60.68516667,41.53413606,18,107.4
60.68515662,41.53413333,18.3,107
60.68515,41.53412718,21.8,109.7
60.68515,41.53411442,20,109
60.68515,41.53410164,21.2,110
60.68515,41.53408888,23.1,112
60.68514277,41.53408333,24,113.8
60.68513333,41.53408002,25.2,114.9
60.68513333,41.53406724,25.2,112.3
60.68513333,41.53405447,22.8,111.4
60.68512503,41.53405,20.6,109.6
60.68511667,41.53404559,19.6,108.8
60.68511667,41.53403283,18.7,107.2
60.68511667,41.53402006,19.5,109
60.68511667,41.53400729,16.5,105.7
60.68511118,41.534,18.8,109
60.6851,41.53399841,16.8,105.8
60.6851,41.53398565,14.5,104.1
60.6851,41.53397288,15.3,105.5
60.68509344,41.53396667,13.1,104.4
60.68508333,41.533964,17.8,108.4
60.68508333,41.53395123,17.7,108.2
60.68508333,41.53393848,18.8,109
60.68508333,41.53393333,20.1,109.2
60.68508333,41.53392959,19.5,109.7
60.68508333,41.53391682,18.8,110.6
60.68507071,41.53390405,20.1,112
60.68506667,41.5339,20.7,110.2
60.68506667,41.53389521,20.3,110.1
60.68506667,41.53388242,20.5,109.6
60.68506667,41.53386964,21.1,109.8
60.68505687,41.53386667,23.5,111.5
60.68505,41.53386078,21,110.4
60.68505,41.53384801,21.8,112.2
60.68505,41.53383523,22.2,114.1
60.68505,41.53382246,23,113.3
60.68504303,41.53381667,23.8,114.9
60.68503333,41.53381359,21.1,112.6
60.68503333,41.53380082,24,116.5
60.68503333,41.53378806,26.9,119.8
60.68502528,41.53377528,27.2,118.2
60.68501667,41.53376667,28.9,117.8
60.68501667,41.53376641,23.8,115.5
60.68501667,41.53375365,24.3,116.5
60.68501667,41.53374087,25.7,116.4
60.68501143,41.5337281,26.7,116.5
60.685,41.53371667,26.9,117.2
60.6849898,41.53370646,26.5,118
60.68498333,41.5336937,24.9,114.1
60.68498333,41.53368092,26.9,117.2
60.68498333,41.53366817,30,123.1
60.68497206,41.53366667,32.4,126.6
60.68496667,41.53365929,34.3,127.6
60.68496667,41.53364652,36.7,129
60.68496667,41.53363374,34.4,124.3
60.68495432,41.53362098,34.1,122
60.68495,41.53361667,30.3,117.9
60.68495,41.53361211,24.5,111
60.68494933,41.53359933,22.7,109.6
60.68493656,41.53358656,19.6,108.9
60.68493333,41.5335738,17.5,108.6
60.68493333,41.53356103,16.8,107.3
60.68493159,41.53355,16.2,107.4
60.68491882,41.53355,19,110.2
60.68489545,41.53355,18.3,107.8
60.68487664,41.53355669,17.4,106.5
60.68486389,41.53356667,18.5,108.1
60.68485108,41.53356667,20.9,110.3
60.68482661,41.53356667,22.5,111.3
60.68480888,41.53356667,25,115.2
60.68479612,41.53356667,27.2,121.3
60.68478333,41.53356667,30.3,124.8
60.68475779,41.53356667,36,126.3
60.68474112,41.53356667,33.8,122.5
60.68472836,41.53357164,33.7,121.3
60.68471451,41.53358333,33,119.6
60.68468897,41.53358333,34.2,123
60.68467338,41.53358333,33.3,121.7
60.68466061,41.53358333,30.5,121.4
60.68464785,41.53358548,29,118.9
60.68463509,41.53359825,30.1,117.5
60.68461128,41.5336,29.2,115.4
60.68459286,41.5336,28.7,115.6
60.68458009,41.5336,27.6,115.5
60.68456733,41.5336,26.9,114.1
60.68455456,41.53361211,24.7,115.7
60.68454179,41.53361667,22.8,113.7
60.68452902,41.53361667,22.8,111.8
60.68451624,41.53361667,21.5,109.6
60.68450349,41.53361667,20.2,108.1
60.68449073,41.53362594,18.7,107
60.68447795,41.53363333,16.6,106
60.68446667,41.53363483,12.4,104.4
60.68446667,41.53364759,12,102.5
60.68446667,41.53366667,13.8,103.9
60.6844641,41.53366667,14.3,106.3
60.68445132,41.53366667,15.4,107.7
60.68445,41.53367811,15.9,107.7
60.68445,41.53368333,14.9,109.1
60.68445,41.53368697,13.2,106.6
60.68451682,41.53388333,12.2,103.5
60.6845296,41.53388333,13.6,104.2
60.68453333,41.53389237,14,104.7
60.68453333,41.53390512,13.3,103.7
60.68453333,41.53391667,14.8,106.1
60.68454344,41.53392677,21,113.6
60.68455,41.53393955,23.6,114.2
60.68455,41.53395231,24.7,116.1
60.68455,41.53396508,22,114.9
60.68456118,41.53396667,26.1,118.8
60.68456667,41.53397396,22.8,117
60.68456667,41.53398672,23,112
60.68456667,41.53399949,17.2,107.8
60.68457893,41.53401226,19.3,108.9
60.68458333,41.53401667,17.8,106.9
60.68458333,41.53402114,18.8,106.6
60.68458391,41.53403391,18.9,107.5
60.68459667,41.53404667,16.8,105.7
60.6846,41.53405944,17.3,106
60.6846,41.53407221,13.7,103.4
60.68460165,41.53408333,17,107
60.68461441,41.53408333,17.5,107.2
60.68461667,41.53409385,17.9,107.8
60.68461667,41.53410662,16,106.1
60.6846194,41.5341194,15.1,105.7
60.68463217,41.53413217,15,105.6
60.68463333,41.53414493,15.4,106.6
60.68463333,41.5341577,15.7,105.7
60.68463714,41.53417047,16.8,106.8
60.68464991,41.53418324,18.5,108.6
60.68465,41.53419602,19.3,109.6
60.68465878,41.5342,19.7,109.7
60.68466667,41.53420488,21.1,109.8
60.68466667,41.53421765,20,108.9
60.68466667,41.53423041,21.4,109.9
60.68467653,41.53424319,22.4,109.1
60.68468333,41.53425596,24.5,113
60.6846854,41.53426873,27.6,115.2
60.68469817,41.5342815,30.7,117.8
60.6847,41.53428333,30.6,116.3
60.68470704,41.53429037,35.8,121.6
60.68471667,41.53430312,44.1,128.4
60.68471667,41.53431591,46.4,129.4
60.68471667,41.53432868,50.2,133.3
60.68472479,41.53434146,53.7,134.2
60.68473333,41.53435423,56.8,136.4
60.68473333,41.53436667,56.7,139.8
60.68474253,41.53437586,61,141.6
60.68475,41.53438864,52.8,134.4
60.68475,41.5344014,43.9,126.7
60.68475,41.53441416,42.7,123.8
60.68476025,41.53442691,37.6,117.1
60.68476667,41.53443333,42.2,122.2
60.68476667,41.53443581,43.7,123.3
60.68476667,41.53444857,45.7,126.2
60.684778,41.53446134,48.1,128.8
60.68478333,41.53446667,49.8,128.5
60.68478333,41.53447022,51.8,129.8
60.68478333,41.53448299,51.5,130.8
60.68479575,41.53449575,50.4,129.2
60.6848,41.53450852,36.7,119.5
60.6848,41.53452129,39.5,121.6
60.6848,41.53453333,47.7,126.3
60.6848096,41.53454293,55.5,132.7
60.68481667,41.5345557,56.5,133
60.68481667,41.53456847,61.3,138.3
60.68481667,41.53458125,68.3,150.4
60.68482734,41.53458333,70.5,156.5
60.68483333,41.53459011,81.6,162
60.68483333,41.53460288,76.1,153.2
60.68483333,41.53461565,59.1,139.6
60.68484508,41.53462841,64,140
60.68485,41.53463333,61.5,138.3
60.68485,41.53463729,56.3,138
60.68485,41.53465005,43.7,126
60.68485,41.53466283,47.3,129.2
60.68485894,41.53466667,59.9,136.4
60.68486667,41.5346717,57,133
60.68486667,41.53468447,56.4,134.6
60.68486667,41.53469725,57.1,137.1
60.68487668,41.5347,53,135.6
60.68488333,41.53470612,49.1,130.9
60.68488333,41.53471888,42.9,126.8
60.68488333,41.53473166,40,123.5
60.68489443,41.53474443,38.3,124.5
60.6849,41.5347572,32.6,121.1
60.6849,41.53476667,32.2,120.1
60.6849,41.53477884,22.1,112.3
60.68490828,41.53479161,19.5,109.6
60.68491667,41.53480438,17.8,109.6
60.68491667,41.53481667,18,109.8
60.68492602,41.53482602,17,110
60.68493333,41.53483879,17.8,109.6
60.68493333,41.53485156,16.4,109.1
60.68493333,41.53486434,18.1,110
60.68493333,41.53487709,14,107.2
60.68493986,41.53488986,12,104.7
60.68495,41.53490263,13.7,106
60.68495,41.53491541,13.6,105.9
60.68495,41.53491667,12.8,106.3
60.68496667,41.53497535,13,106.1
60.68498333,41.53501366,13.6,107.7
60.68498333,41.53501667,14,108.4
60.68498919,41.53502252,14.6,109
60.685,41.53503529,16.8,109
60.685,41.53504807,16,110.1
60.685,41.53506084,18.2,109.4
60.68500694,41.5350736,17.7,109.2
60.68501667,41.53508636,18,109.9
60.68501667,41.53509914,16.2,106
60.68501667,41.53511191,20,111.7
60.68502469,41.53512469,22.3,113.8
60.68503333,41.53513746,23.3,114.2
60.68503333,41.53515,21.2,111.7
60.68504243,41.5351591,23.3,113.5
60.68505,41.53517187,26.5,116.4
60.68505,41.53518464,27.6,117.5
60.68505,41.53519739,29.8,118.3
60.68506017,41.53521017,31.6,120.2
60.68506667,41.53522294,30.5,118.4
60.68506905,41.53523572,28,116.7
60.68508182,41.53524849,29.6,116.6
60.68508333,41.53525,31.7,119.8
60.68508333,41.53525735,28.7,116.6
60.68508679,41.53527013,30.7,117.7
60.68509956,41.5352829,32.3,119.1
60.6851,41.53529567,31.9,118.6
60.6851,41.53530843,33.4,121.5
60.6851,41.5353212,33.2,121.1
60.68510064,41.53533397,30.6,118.3
60.68511341,41.53534675,32.3,120.5
60.68511667,41.53535,32.9,120.1
60.68511667,41.53535561,32.8,118.8
60.68511838,41.53536838,32.3,119.2
60.68513116,41.53538116,28.9,115
60.68513333,41.53539393,28.9,116.3
60.68513333,41.53540669,30.7,116.4
60.68513612,41.53541946,33.8,118.8
60.68514889,41.53543222,36.7,122
60.68515,41.53543333,41.4,126.1
60.68515,41.53544111,44.6,127.5
60.68515385,41.53545385,44.7,127.4
60.68516658,41.53546658,44.8,126.3
60.68516667,41.5354794,42.7,124.6
60.68516667,41.53549218,45,125.8
60.68517162,41.53550495,43.3,123.6
60.68518333,41.53551667,41.5,123.4
60.68518333,41.53552659,43.4,122.9
60.68518333,41.53553936,47.7,127.5
60.68518547,41.53555214,48.5,126.9
60.68519822,41.53556489,53.9,130.5
60.6852,41.53557766,49.2,128
60.6852,41.53558333,53.6,131.4
60.6852032,41.53558654,53.5,131.6
60.68521596,41.5355993,50.9,129.2
60.68521667,41.53561207,47.8,128.2
60.68521667,41.53562484,41.6,125.8
60.68522095,41.53563761,42.3,126.6
60.68523333,41.53565,39.4,126.9
60.68523333,41.53565925,34.2,122.3
60.68523869,41.53567202,38.5,127.8
60.68525,41.53568479,36.1,125
60.68525,41.53569758,41.3,128.5
60.68525,41.53571033,39.1,128.1
60.68525643,41.53571667,32,123.3
60.68526667,41.5357192,39.3,129.9
60.68526667,41.53573198,47.7,136.8
60.68526667,41.53574475,53.1,140.9
60.68526667,41.53575,45.3,136.5
60.68527028,41.53575361,42.8,133.4
60.68528305,41.53576638,33.9,124.1
60.68528333,41.53577916,37.4,128.5
60.68528333,41.53578333,52.6,140.7
60.68528333,41.53578802,52.3,145
60.68528413,41.5358,54.3,146.1
60.6852969,41.5358,47.8,143.2
60.6853,41.53580967,54,146.8
60.6853,41.53581667,48.2,138
60.6853,41.53581853,43.3,139.5
60.6853,41.53583131,45.2,141
60.68531075,41.53583333,53,150.3
60.68531667,41.53584031,55.4,153.4
60.68531667,41.53585295,55.4,158.8
60.68531667,41.53586572,52.8,146
60.68532849,41.53586667,49.9,145.2
60.68533333,41.5358746,37.4,130.3
60.68533333,41.53588333,45.2,133.1
60.68533333,41.53588346,49.1,141.2
60.68533333,41.53589623,52.3,146.9
60.68534234,41.5359,51.5,147.4
60.68535,41.53590511,55.5,152.4
60.68535,41.53591667,55.3,151.9
60.68535,41.53592675,58.3,158.3
60.68535,41.53593952,58.7,153.4
60.68535228,41.53595,59.8,157.8
60.68536505,41.53595,56.4,153.8
60.68536667,41.53596116,57.6,151.5
60.68536667,41.53596667,60.8,152.8
60.68536667,41.53597004,47.4,139.3
60.68536667,41.5359828,52.2,140.5
60.68536667,41.53599557,51.3,140.8
60.685375,41.536,48.4,141
60.6854,41.53603333,66.2,170.7
60.6854,41.53603747,65.6,168.4
60.6854,41.53605,53.8,147
60.68540521,41.53605,46.3,135.3
60.68541667,41.53605132,41.6,129.7
60.68541667,41.53606408,39.2,129.7
60.68541667,41.53606667,40.5,129.2
60.68541667,41.53606906,34.4,125.8
60.68541667,41.53608183,38.2,123.2
60.68542793,41.53608333,44.4,134.2
60.68543333,41.5360907,45.3,135.2
60.68543333,41.5361,44.9,136.2
60.68543333,41.53611235,44.6,137.1
60.68543333,41.53611667,35.7,129.6
60.68543788,41.53612121,39.9,127.7
60.68545,41.53613333,40.3,131.9
60.68545,41.53614285,44.9,138.6
60.68545,41.53615,46.8,136.3
60.68545173,41.53615173,45.9,134.7
60.6854645,41.5361645,38.1,129.1
60.68546667,41.53617727,38.7,127.7
60.68546667,41.53618333,36.7,122.1
60.68546667,41.53618614,34.1,119.5
60.68546667,41.53619891,30.8,118.2
60.68547835,41.53621168,28.2,117.2
60.68548333,41.53621667,26.2,115.3
60.68548333,41.53622053,26.1,113.1
60.68548333,41.53623324,25,114.1
60.68548333,41.53624607,22.5,111.2
60.68549219,41.53625886,22.9,113.1
60.6855,41.53626667,20.8,110
60.6855,41.53626774,18.7,108.2
60.6855,41.5362805,18.8,107.8
60.6855,41.53629327,19.4,108.9
60.68550605,41.53630605,18.2,106.5
60.68551667,41.53631667,18.8,108.9
60.68551667,41.53632768,18.4,108.5
60.68552378,41.53634045,18.4,108.7
60.68553333,41.53635322,17.5,108.6
60.68553333,41.53636597,16.9,109
60.68553333,41.53637875,18,109.3
60.68554153,41.53639153,15.9,106.4
60.68555,41.5364043,16.8,109.3
60.68555,41.53641667,15.1,107.4
60.68555926,41.53642593,13.1,105
60.68556667,41.5364387,13.9,106.1
60.68556667,41.53645147,14.8,107.1
60.68556667,41.53646425,14.4,106.9
60.685577,41.536477,13.2,106.5
60.68559476,41.53651143,12.1,105
60.6857,41.53677676,12.1,105
60.6857,41.53678953,12.9,106.7
60.68570229,41.5368,16.9,109.7
60.68571506,41.5368,22.9,119.4
60.68571667,41.53681117,25.2,120.2
60.68571667,41.53682394,33,124.6
60.68572005,41.53683333,34.8,126.6
60.68573282,41.53683333,40,130.6
60.68573333,41.53684558,41.3,132.3
60.68573333,41.53685835,42.4,133.2
60.68573333,41.53687112,45.8,133.4
60.6857339,41.53688333,44,129.9
60.68574666,41.53688333,43.6,127.7
60.68575,41.53689276,40.2,125.6
60.68575,41.53690553,45.1,129.5
60.68575165,41.53691832,46.1,134.8
60.68576441,41.53693108,48.6,136.8
60.68576667,41.53693333,53.3,140.2
60.68576667,41.53693994,56.5,144.8
60.68576667,41.53695271,56.9,142.4
60.68576667,41.53696548,52.1,139
60.68577825,41.53696667,53.8,137.3
60.68578333,41.53697435,60.8,143.5
60.68578333,41.5369871,61.9,153.4
60.68578333,41.53699985,61.7,155.4
60.68579598,41.537,56.5,141.8
60.6858,41.53700876,46.4,133.3
60.6858,41.53702153,43.5,131.1
60.6858,41.53703333,41.3,126.8
60.68580984,41.53704317,37.6,122.8
60.68581667,41.53705594,34.1,122.6
60.68581667,41.53706667,29.6,116.7
60.68581667,41.53707758,37.7,124.4
60.68581667,41.53708333,50.2,133.9
60.68581979,41.53708646,54.4,139.3
60.68583255,41.53709922,54.3,142.7
60.68583333,41.53711199,50.4,135.7
60.68581714,41.53711667,51.5,140.4
60.6857958,41.53711667,51.4,140.4
60.68578303,41.53711667,51.8,141.3
60.68577027,41.53711667,51.1,145.9
60.68574834,41.53711667,48.2,147
60.68572806,41.53712194,51.2,146.2
60.6857139,41.53713333,52.2,144
60.68568836,41.53713333,55,143.9
60.68567308,41.53713333,57,144
60.68566031,41.53713333,58.1,144.6
60.68564508,41.53713333,48.2,134.4
60.68561954,41.53713333,46.7,131.7
60.68560533,41.53714467,47.3,127.8
60.68559257,41.53715,47.1,127.1
60.68557626,41.53715,49.1,130.5
60.68555072,41.53715,46.8,130.5
60.68553759,41.53716241,47.7,132.4
60.68552483,41.53716667,51.6,137.7
60.68551205,41.53716667,53.4,144.9
60.68549928,41.53716667,57,147.5
60.68548651,41.53716667,56.1,144.8
60.68546414,41.53717626,46.3,134.9
60.68544431,41.53718333,45.8,138.4
60.68543155,41.53718333,48.3,137.7
60.68541881,41.53718333,45,135.2
60.68540601,41.53718333,40.4,129.1
60.68538645,41.53719011,34,124.7
60.6853638,41.5372,36.7,126.7
60.68535102,41.5372,34.4,125.3
60.68533825,41.5372,34.5,127.2
60.68532548,41.5372,31.2,127
60.68531271,41.53720396,33.3,128
60.68529995,41.53721667,32.1,124.9
60.68528718,41.53721667,24.9,112.7
60.6852744,41.53721667,17,105.8
60.68526164,41.53721667,14,105.3
60.68525,41.53721554,13.7,104.9
60.68525,41.53720277,13.8,105.3
60.68525,41.53719,15.6,107.1
60.6852439,41.53717724,15.4,107.3
60.68523333,41.53716446,17,108.8
60.68523333,41.53715169,17.7,109.1
60.68523333,41.53713893,18.4,110.4
60.68523333,41.53712616,20.5,110.4
60.68523333,41.53711339,22.6,111.8
60.68523333,41.53710061,24.2,114
60.68522118,41.53708784,22.9,111.8
60.68521667,41.53707508,25.3,114.3
60.68521667,41.53706231,26.2,115.2
60.68521667,41.53704954,24.2,112.1
60.68521667,41.53703677,24.8,113
60.68520734,41.53702401,22.7,111.5
60.6852,41.53701667,21.2,109.9
60.6852,41.53701513,23.6,111
60.6852,41.53700236,20,109.6
60.68518958,41.53698958,22.2,110.3
60.68518333,41.53697683,24.2,114.9
60.68518333,41.53696405,22.9,112.1
60.68518333,41.53695128,29,117.9
60.68517184,41.53695,31.6,119.4
60.68516667,41.5369424,27.7,115.3
60.68516667,41.53692964,25.5,113.6
60.68516667,41.53691687,27.5,116.4
60.6851541,41.5369041,29,118.5
60.68515,41.53689133,31.5,119.8
60.68515,41.53688333,31.7,119.7
60.68515,41.53688244,31.4,120.9
60.68515,41.53686969,28.8,118
60.68514025,41.53685692,26.2,116.4
60.68513333,41.53684415,21.5,109.7
